method,mode,case_id,source_model,trajectory_type,trajectory_duration_s,shape,health_report_period_s,noise_profile,skew_ns,C_nRMSE,ESR_nRMSE,C_nIAE,ESR_nIAE,C_xcorr_lag_ms,ESR_xcorr_lag_ms,C_50pct_delay_ms,ESR_50pct_delay_ms,normalized_lag_percent,C_endpoint_error_percent,ESR_endpoint_error_percent,C_max_tracking_error_percent,ESR_max_tracking_error_percent,false_cross_coupling_percent,accepted_C_updates,accepted_R_updates,projection_activations,failure_flag,reliable_health_tracking,notes
M3 Dual EKF,Equal-Report,RAMP-009,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,NaN,0.0679737824694349,NaN,0.0341085774310285,NaN,0,NaN,20.48,20.48,0.0624371007195925,1.12262931008759,0.29781171321902,3.55686853931639,0.476830416129456,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-009,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,NaN,0.0272117641802992,NaN,0.0127184735257588,NaN,0,NaN,2.04,2.04,0.0237061289365149,1.39911431753391,2.22756789705599,7.14644854044534,4.4186641232722,2495,2014,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-009,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,NaN,0.0413062692125474,NaN,0.0209695405213914,NaN,0,NaN,38.56,38.56,0.0237061289365149,1.39911431753391,0.328364367000494,2.06261233294116,0.59707957103537,2495,2014,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-010,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,smooth,2e-05,F28379D_device_realistic,50,NaN,0.132305413660481,NaN,0.0724363248336018,NaN,0,NaN,7.72,7.72,0.710116793487003,1.38039410338102,3.90856532045428,7.39713785487688,4.42085275549389,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-010,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,smooth,0.02048,F28379D_device_realistic,50,NaN,0.150468166910349,NaN,0.0939085126770677,NaN,0,NaN,20.48,20.48,0.710116793487003,1.38039410338102,0.710116793487003,7.03501950154976,0.427298917635301,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-010,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0468989517955657,NaN,0.0238730372709139,NaN,0,NaN,2.84,2.84,0.355032514989581,1.38109624618123,3.47172431379298,5.25995363398171,4.25912018975202,2492,1848,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-010,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0406024461942071,NaN,0.0239249648959338,NaN,0,NaN,20.48,20.48,0.355032514989581,1.38109624618123,0.429713128022717,1.89445904229909,0.222059216827282,2492,1848,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-010,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,smooth,2e-05,F28379D_device_realistic,50,NaN,0.050799373565046,NaN,0.0273654646425291,NaN,0,NaN,-2.48,2.48,0.300995853900584,1.95721871061626,3.30304765558931,6.31244690812906,4.20201904760973,2500,2500,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-010,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0505295784946292,NaN,0.0294160416222977,NaN,0,NaN,20.48,20.48,0.300995853900584,1.95721871061626,0.416476661674843,3.22898032862342,0.190460183156606,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-010,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0468989517955657,NaN,0.0238730372709139,NaN,0,NaN,2.84,2.84,0.355032514989581,1.38109624618123,3.47172431379298,5.25995363398171,4.25912018975202,2492,1848,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-010,TRACE_DERIVED_OBSERVATION,ESR_ramp,0.1,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0406024461942071,NaN,0.0239249648959338,NaN,0,NaN,20.48,20.48,0.355032514989581,1.38109624618123,0.429713128022717,1.89445904229909,0.222059216827282,2492,1848,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-011,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,linear,2e-05,F28379D_device_realistic,50,NaN,0.00854814754415522,NaN,0.00450408466509497,NaN,0,NaN,2.59999999999994,0.259999999999994,0.166138623554609,0.198337052520522,4.79823612232183,12.9724805278664,3.94993980526634,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-011,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,linear,0.02048,F28379D_device_realistic,50,NaN,0.00836944812794488,NaN,0.00459665354424074,NaN,0,NaN,40.96,4.096,0.166138623554609,0.198337052520522,0.818718045451201,0.60533421543624,0.719829075783793,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-011,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,linear,2e-05,F28379D_device_realistic,50,NaN,0.0260597358185558,NaN,0.0122788889675077,NaN,0,NaN,-24.84,2.484,0.185440578911189,1.40578523512336,4.138938475492,12.9374351336987,3.81152440409715,24937,20180,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-011,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,linear,0.02048,F28379D_device_realistic,50,NaN,0.0257708271416545,NaN,0.0128827076278564,NaN,0,NaN,40.96,4.096,0.185440578911189,1.40578523512336,0.393071484500564,2.53491082369831,0.50476865342221,24937,20180,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-011,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,linear,2e-05,F28379D_device_realistic,50,NaN,0.0531075970720339,NaN,0.0270578409499301,NaN,0,NaN,-46.2,4.62,0.17126665276608,2.55068308712232,3.84445066930245,12.9248520509848,3.72903630086829,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-011,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,linear,0.02048,F28379D_device_realistic,50,NaN,0.052402526543179,NaN,0.0277327973900514,NaN,0,NaN,40.96,4.096,0.17126665276608,2.55068308712232,0.374750251460465,4.46288766438725,0.390669928382071,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-011,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,linear,2e-05,F28379D_device_realistic,50,NaN,0.0260597358185558,NaN,0.0122788889675077,NaN,0,NaN,-24.84,2.484,0.185440578911189,1.40578523512336,4.138938475492,12.9374351336987,3.81152440409715,24937,20180,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-011,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,linear,0.02048,F28379D_device_realistic,50,NaN,0.0257708271416545,NaN,0.0128827076278564,NaN,0,NaN,40.96,4.096,0.185440578911189,1.40578523512336,0.393071484500564,2.53491082369831,0.50476865342221,24937,20180,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-012,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0099745671969819,NaN,0.00521154048642116,NaN,0,NaN,4.07999999999997,0.407999999999997,0.458244324111251,0.170823493402528,1.58390372946202,5.81456522099515,2.93174781237575,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-012,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,smooth,0.02048,F28379D_device_realistic,50,NaN,0.00969865700340391,NaN,0.00522684737910263,NaN,0,NaN,20.4799999999999,2.04799999999999,0.458244324111251,0.170823493402528,1.22169620247602,0.762285037250248,1.58201721084953,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-012,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0237122445163092,NaN,0.0117915581727362,NaN,0,NaN,-18.0400000000001,1.80400000000001,0.202824876232839,0.869132561238842,1.46925691217359,5.81666845458166,2.80594289134452,24934,20221,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-012,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0237765343298006,NaN,0.0116211478063613,NaN,0,NaN,20.4799999999999,2.04799999999999,0.202824876232839,0.869132561238842,0.861265249716862,2.96982508985765,0.921099697168571,24934,20221,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-012,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0501340059103645,NaN,0.0270073379073412,NaN,0,NaN,-26.2000000000001,2.62000000000001,0.164745233566867,1.76215485705146,1.51839205260062,6.39533142275432,2.84850132234279,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-012,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0501997412596205,NaN,0.0266122103234314,NaN,0,NaN,40.96,4.096,0.164745233566867,1.76215485705146,0.865459209049352,4.80208020781843,0.798916915649786,25000,25000,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-012,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0237122445163092,NaN,0.0117915581727362,NaN,0,NaN,-18.0400000000001,1.80400000000001,0.202824876232839,0.869132561238842,1.46925691217359,5.81666845458166,2.80594289134452,24934,20221,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-012,TRACE_DERIVED_OBSERVATION,ESR_ramp,1,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0237765343298006,NaN,0.0116211478063613,NaN,0,NaN,20.4799999999999,2.04799999999999,0.202824876232839,0.869132561238842,0.861265249716862,2.96982508985765,0.921099697168571,24934,20221,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-013,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,linear,2e-05,F28379D_device_realistic,50,NaN,0.00517583648443651,NaN,0.00260986418581487,NaN,0,NaN,-34.44,0.3444,0.134886343468085,0.20340610334954,2.94656890797853,6.07764178029892,4.34205443387862,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-013,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,linear,0.02048,F28379D_device_realistic,50,NaN,0.00521810843725598,NaN,0.00263975668511319,NaN,0,NaN,20.7199999999998,0.207199999999998,0.134886343468085,0.20340610334954,1.20390634687602,0.583293092244626,1.40367523491904,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-013,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,linear,2e-05,F28379D_device_realistic,50,NaN,0.0785554961366471,NaN,0.042777513403375,NaN,0,NaN,-582.68,5.8268,0.119001771991886,2.36693116306498,2.83982842964192,7.87263152584738,3.21942793824632,249048,107709,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-013,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,linear,0.02048,F28379D_device_realistic,50,NaN,0.0777840697803234,NaN,0.0424338293913707,NaN,0,NaN,-430.08,4.3008,0.119001771991886,2.36693116306498,0.577519592821234,6.91523660545812,0.545144549035423,249048,107709,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-013,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,linear,2e-05,F28379D_device_realistic,50,NaN,0.0543240477887184,NaN,0.0278956953332732,NaN,0,NaN,-140.28,1.4028,0.152260378106088,0.10633203297597,2.71806353304646,6.37888030623013,2.88645271171047,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-013,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,linear,0.02048,F28379D_device_realistic,50,NaN,0.0545063921378018,NaN,0.0280727195056711,NaN,0,NaN,-409.36,4.0936,0.152260378106088,0.10633203297597,0.363170454996875,5.50571552702972,0.322281782164389,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-013,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,linear,2e-05,F28379D_device_realistic,50,NaN,0.0773196994972602,NaN,0.0421768031255605,NaN,0,NaN,-582.68,5.8268,0.119001771991886,2.36693116306498,2.83982842964192,7.59405919835544,3.21942793824632,249048,108472,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-013,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,linear,0.02048,F28379D_device_realistic,50,NaN,0.0770005201550398,NaN,0.0420477530783365,NaN,0,NaN,-430.08,4.3008,0.119001771991886,2.36693116306498,0.577519592821234,7.27866537853083,0.545144549035423,249048,108472,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-014,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,smooth,2e-05,F28379D_device_realistic,50,NaN,0.00481891080998389,NaN,0.0025494973299383,NaN,0,NaN,-21.8400000000001,0.218400000000001,0.347307182153969,0.232284175348027,4.18984691777739,6.46488777443056,5.28820696236648,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-014,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,smooth,0.02048,F28379D_device_realistic,50,NaN,0.00473632787757859,NaN,0.00252676532233287,NaN,0,NaN,-20.4399999999998,0.204399999999998,0.347307182153969,0.232284175348027,1.15055089331408,0.555913415851528,1.12170603353016,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-014,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0743028221291946,NaN,0.0427437810672916,NaN,0,NaN,-412.44,4.1244,0.393209920836662,0.609476606864459,4.05795271768386,7.74601430058934,4.40327863920461,248992,107982,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-014,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0741778056482122,NaN,0.0428674537638404,NaN,0,NaN,-409.36,4.0936,0.393209920836662,0.609476606864459,0.595266052149607,6.35572725557091,0.58422946586976,248992,107982,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-014,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0513610891739721,NaN,0.0278401646594296,NaN,0,NaN,-138.04,1.3804,0.305028528639403,0.590866467602841,3.90740445971529,6.45953636909667,3.96448291925441,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-014,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,smooth,0.02048,F28379D_device_realistic,50,NaN,0.050701202590206,NaN,0.0275488150217365,NaN,0,NaN,20.7199999999998,0.207199999999998,0.305028528639403,0.590866467602841,0.365960803781466,5.41751146218567,0.222068216220106,250000,250000,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-014,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0735350317660341,NaN,0.0424240794991848,NaN,0,NaN,-412.44,4.1244,0.393209920836662,0.609476606864459,4.05795271768386,7.7460722811552,4.40327863920461,248992,108773,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-014,TRACE_DERIVED_OBSERVATION,ESR_ramp,10,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0726450667310802,NaN,0.0418583868874472,NaN,0,NaN,-409.36,4.0936,0.393209920836662,0.609476606864459,0.595266052149607,6.34187671425008,0.58422946586976,248992,108773,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-015,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,linear,2e-05,F28379D_device_realistic,50,NaN,0.0145568525917358,NaN,0.00714817293118142,NaN,0,NaN,-559.440000000002,0.559440000000002,0.333889349865492,0.00618895086870741,3.63933686532563,6.608797538467,5.24971656745033,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-015,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,linear,0.02048,F28379D_device_realistic,50,NaN,0.0145462633675336,NaN,0.0071312940830051,NaN,0,NaN,-1169.28,1.16928,0.333889349865492,0.00618895086870741,1.42938190108196,1.67745216924462,1.6687906874955,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-015,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,linear,2e-05,F28379D_device_realistic,50,NaN,0.0794788914069053,NaN,0.0401043840835573,NaN,0,NaN,-6531.84,6.53184,0.0791417087410385,3.87520773439945,3.61248497529272,7.95145525471221,4.35713311838991,2461822,1472247,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-015,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,linear,0.02048,F28379D_device_realistic,50,NaN,0.079113078428253,NaN,0.039877909173478,NaN,0,NaN,-3339,3.339,0.0791417087410385,3.87520773439945,0.743535340907484,7.83301420115637,1.08137688070633,2461822,1472247,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-015,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,linear,2e-05,F28379D_device_realistic,50,NaN,0.0812800083714691,NaN,0.0420316810533433,NaN,0,NaN,-1796.76,1.79676,0.0899893460330818,2.02700230719326,3.44144862116106,7.75516356706395,3.81385562662755,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-015,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,linear,0.02048,F28379D_device_realistic,50,NaN,0.0812641102909109,NaN,0.0420300164596908,NaN,0,NaN,-3606.12,3.60612,0.0899893460330818,2.02700230719326,0.368015202428435,7.59499901898473,0.713570715132073,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-015,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,linear,2e-05,F28379D_device_realistic,50,NaN,0.0794790673675965,NaN,0.0401044490674844,NaN,0,NaN,-6531.84,6.53184,0.0791417087410385,3.87520773439945,3.61248497529272,7.95145525471221,4.35713311838991,2461822,1472247,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-015,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,linear,0.02048,F28379D_device_realistic,50,NaN,0.0791131214071004,NaN,0.0398779213468309,NaN,0,NaN,-3339,3.339,0.0791417087410385,3.87520773439945,0.743535340907484,7.83301420115637,1.08137688070633,2461822,1472247,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-016,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0137737750719841,NaN,0.00714569489217958,NaN,0,NaN,-360.36,0.36036,0.157664970374302,0.193712605833229,2.20166423086152,6.34351010053274,3.94983127516589,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-016,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0137873813572232,NaN,0.00715784899771494,NaN,0,NaN,-410.760000000003,0.410760000000003,0.157664970374302,0.193712605833229,1.3668036438306,1.65537221710232,1.28336489560715,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-016,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0752231676636432,NaN,0.0400582655751182,NaN,0,NaN,-4132.8,4.1328,0.0483914224274262,2.41354712413648,2.1984061072155,8.23373504834929,2.9780328054012,2458987,1472722,0,0,1,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-016,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0754341189948706,NaN,0.0401449219442479,NaN,0,NaN,-2416.68,2.41668,0.0483914224274262,2.41354712413648,0.752184814928669,8.23373504834929,0.704253358900454,2458987,1472722,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-016,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0770094402947559,NaN,0.0420478625774351,NaN,0,NaN,-1131.48,1.13148,0.211234623143737,2.20893142535684,2.17761828608381,8.01774509956145,2.5368837892421,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-016,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0771186208712265,NaN,0.0421065533253211,NaN,0,NaN,-2766.96,2.76696,0.211234623143737,2.20893142535684,0.35709617105648,7.98420613310794,0.3212563723048,2500000,2500000,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-016,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,smooth,2e-05,F28379D_device_realistic,50,NaN,0.0752140735050269,NaN,0.0400514683209025,NaN,0,NaN,-4132.8,4.1328,0.0483914224274262,2.41354712413648,2.1984061072155,8.23373504834929,2.9780328054012,2458987,1472848,0,0,1,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-016,TRACE_DERIVED_OBSERVATION,ESR_ramp,100,smooth,0.02048,F28379D_device_realistic,50,NaN,0.0754201728881302,NaN,0.0401339187719498,NaN,0,NaN,-2416.68,2.41668,0.0483914224274262,2.41354712413648,0.752184814928669,8.23373504834929,0.704253358900454,2458987,1472848,0,0,1,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-017,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,0.1195844147245,0.118527956858643,0.0663879688534,0.0663049184352521,0,0,8.6,7.64,8.6,1.70798968881069,3.79671951388748,4.83738564095556,7.00546251140839,0,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-017,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,0.15009246298988,0.157963788789426,0.0875184593271198,0.0924070293724366,0,0,38.56,38.56,38.56,1.70798968881069,3.79671951388748,1.73150420733431,5.21689157520497,0,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-017,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,0.414990588656848,0.0360334766644297,0.216381134252997,0.0164756219997687,0.0399999999999984,0,32.48,0.599999999999996,32.48,9.15382492947573,0.113739917270497,9.16571779140622,6.98460340103468,0,2427,1940,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Equal-Report,RAMP-017,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,0.572093674424979,0.0555651707739481,0.320943041596563,0.0282650395472831,0,0,Inf,38.56,38.56,9.15382492947573,0.113739917270497,9.15382492947573,3.39873234630745,0,2427,1940,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Native,RAMP-017,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,0.47277370713436,0.0534351669599149,0.23994885411382,0.0271512921234893,0,0,42.64,-3.24,42.64,11.4114271099668,1.25839300276885,11.4185217700644,6.97711366435325,0,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M3 Dual EKF,Equal-Report,RAMP-017,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,0.6565861388619,0.0502526074349974,0.360840948258212,0.0254106425216075,0,0,Inf,20.48,20.48,11.4114271099668,1.25839300276885,11.4114271099668,1.81555389069492,0,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Native,RAMP-017,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,linear,2e-05,F28379D_device_realistic,50,0.414990588656848,0.0360334766644297,0.216381134252997,0.0164756219997687,0.0399999999999984,0,32.48,0.599999999999996,32.48,9.15382492947573,0.113739917270497,9.16571779140622,6.98460340103468,0,2427,1940,0,0,0,Ramp is a health-tracking test; failures are retained.
M4 TS-SRKE,Equal-Report,RAMP-017,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,linear,0.02048,F28379D_device_realistic,50,0.572093674424979,0.0555651707739481,0.320943041596563,0.0282650395472831,0,0,Inf,38.56,38.56,9.15382492947573,0.113739917270497,9.15382492947573,3.39873234630745,0,2427,1940,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Native,RAMP-018,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,smooth,2e-05,F28379D_device_realistic,50,0.130269983175522,0.132086022268657,0.0713624527696898,0.0722589648505432,0.0799999999999967,0,7.48,7.68,7.68,1.29428644767902,1.44438897821207,10.2514419720862,7.8396936884277,0,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M1 TS-D-RLS,Equal-Report,RAMP-018,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,smooth,0.02048,F28379D_device_realistic,50,0.151481706712282,0.152295432944344,0.0955122034728379,0.0949303323025248,0,0,20.48,38.56,38.56,1.29428644767902,1.44438897821207,2.59247729414465,7.08220787158097,0,2500,2500,0,0,0,Ramp is a health-tracking test; failures are retained.
M2 TS-SLTVKE,Native,RAMP-018,TRACE_DERIVED_OBSERVATION,joint_ramp,0.1,smooth,2e-05,F28379D_device_realistic,50,0.459226718690798,0.0373607409864985,0.236004895345896,0.0193521106754572,0.119999999999995,0,32.68,2,32.68,8.86433838028264,0.877650356227125,10.3196617442841,7.81680839237852,0,2411,1917,0,0,0,Ramp is a health-tracking test; failures are retained.
